epoch	train_loss	val_loss	val_mIoU	val_OA
26	0.331910	0.419523	0.708963	0.859700
27	0.337577	0.369616	0.693645	0.865845
28	0.339705	0.967830	0.482326	0.756574
29	0.336731	0.330781	0.705922	0.883218
30	0.299136	0.356530	0.711207	0.868702
31	0.297009	0.417702	0.684086	0.862976
32	0.318178	0.502160	0.636886	0.825136
33	0.296342	0.426523	0.634633	0.827713
34	0.298991	0.316079	0.756565	0.896450
35	0.331631	0.598325	0.555351	0.833904
36	0.316261	0.347683	0.732764	0.889675
37	0.308709	0.392460	0.685428	0.864894
38	0.297115	0.660215	0.572461	0.746070
39	0.301961	0.434669	0.643248	0.841082
40	0.288453	0.298293	0.770378	0.900410
41	0.292226	0.403146	0.693300	0.856833
42	0.294137	0.345087	0.744204	0.872495
43	0.286161	0.376743	0.697430	0.871846
44	0.269974	0.579075	0.629308	0.813408
45	0.263601	0.314010	0.767832	0.897869
46	0.287582	0.296224	0.767268	0.903537
47	0.256553	0.334214	0.729975	0.888581
48	0.287152	0.422169	0.692770	0.869877
49	0.267125	0.325720	0.753102	0.903282
50	0.273671	0.305412	0.768232	0.903856
51	0.255259	0.283026	0.765639	0.905487
52	0.255396	0.291944	0.772866	0.903709
53	0.236159	0.274662	0.784201	0.911892
54	0.248389	0.279957	0.779712	0.909760
55	0.250407	0.275552	0.782129	0.911666
56	0.247745	0.340518	0.745925	0.887631
57	0.239300	0.281392	0.782705	0.911795
58	0.257324	0.314494	0.745273	0.895558
59	0.269952	0.500291	0.649145	0.818987
60	0.262247	0.285666	0.765247	0.900504
61	0.242650	0.263659	0.783796	0.911513
62	0.236730	0.298471	0.764524	0.899796
63	0.230094	0.293460	0.775026	0.907177
64	0.226904	0.276698	0.785125	0.911503
65	0.233117	0.285623	0.769872	0.907393
66	0.244663	0.367339	0.727491	0.866022
67	0.250087	0.261820	0.790636	0.914580
68	0.241568	0.279713	0.775252	0.906910
69	0.238553	0.273369	0.781023	0.910312
70	0.234229	0.274434	0.782570	0.910962
71	0.217038	0.261973	0.788228	0.913117
72	0.217846	0.307556	0.761508	0.885573
73	0.216945	0.269818	0.786452	0.912121
74	0.211880	0.269229	0.780313	0.909953
75	0.216310	0.264104	0.778832	0.909817
76	0.207199	0.316436	0.748039	0.865563
77	0.206610	0.279639	0.776030	0.898126
78	0.209800	0.287115	0.769143	0.894147
79	0.211105	0.287112	0.786227	0.912573
80	0.207317	0.270519	0.782415	0.899398
81	0.199575	0.276112	0.796879	0.914259
82	0.205407	0.250291	0.790930	0.913276
83	0.209156	0.301172	0.758283	0.883345
84	0.192638	0.261090	0.786493	0.912849
85	0.188401	0.255911	0.787411	0.913703
86	0.190946	0.252399	0.791341	0.914494
87	0.186902	0.263517	0.784326	0.906509
88	0.191982	0.261291	0.790988	0.913148
89	0.181213	0.261865	0.789701	0.913468
90	0.194267	0.262313	0.781325	0.908176
91	0.179315	0.254703	0.787280	0.911150
92	0.206319	0.254889	0.788753	0.910551
93	0.182892	0.255353	0.790274	0.911890
94	0.185970	0.253991	0.791398	0.914137
95	0.181301	0.257022	0.791876	0.914765
96	0.181022	0.258809	0.792289	0.915044
97	0.179259	0.259822	0.792382	0.914969
98	0.182243	0.258979	0.792944	0.915238
99	0.176474	0.258044	0.792612	0.914879
100	0.182319	0.259291	0.793271	0.915223
1	1.137247	49.277194	0.093149	0.452404
2	0.652826	1.321199	0.147620	0.563424
3	0.573306	1.373326	0.182502	0.609272
4	0.516816	1.494282	0.131647	0.563245
5	0.533018	1.051003	0.236848	0.657728
6	0.457515	0.665450	0.396226	0.779138
7	0.438243	0.471749	0.513890	0.842504
8	0.414343	0.400645	0.521068	0.863367
9	0.401156	0.771834	0.330695	0.708972
10	0.374342	0.365987	0.541517	0.873627
11	0.373929	0.979681	0.320667	0.714298
12	0.393237	0.890076	0.340809	0.755987
13	0.357240	1.116489	0.288331	0.632103
14	0.353970	0.468154	0.503647	0.831980
15	0.394168	1.293275	0.242246	0.593397
16	0.336932	0.547070	0.542732	0.827293
17	0.340699	0.382136	0.701395	0.878269
18	0.352593	0.432525	0.598251	0.855740
19	0.356360	0.465654	0.588909	0.846410
20	0.343907	0.294378	0.748289	0.902752
21	0.340671	0.502900	0.668104	0.825860
22	0.357899	1.713433	0.383778	0.635456
23	0.338390	1.837565	0.351633	0.604762
24	0.310763	0.797807	0.510437	0.698130
25	0.318268	0.532994	0.598961	0.816265
26	0.340284	0.328845	0.734508	0.889450
27	0.342537	0.384295	0.632840	0.878526
28	0.349674	1.445149	0.443062	0.720771
29	0.343176	0.338264	0.710100	0.885210
30	0.302531	0.520448	0.618851	0.844213
31	0.298638	0.522569	0.599334	0.818991
32	0.310653	0.317913	0.723032	0.899737
33	0.298540	0.543425	0.562728	0.802937
34	0.311046	0.322713	0.693417	0.881944
35	0.324427	1.128701	0.424180	0.496098
36	0.312890	0.874066	0.600330	0.746860
37	0.308146	0.306699	0.754410	0.904644
38	0.287797	0.530037	0.673852	0.834830
39	0.295882	0.332351	0.739141	0.895471
40	0.291537	0.318870	0.708405	0.894827
41	0.294865	0.426877	0.654076	0.862147
42	0.297533	0.318920	0.757622	0.900378
43	0.280790	0.316872	0.763177	0.898430
44	0.277869	0.416062	0.702064	0.869269
45	0.262806	0.333137	0.709528	0.896483
46	0.277447	0.300402	0.725005	0.897260
47	0.257079	0.296245	0.749864	0.902097
48	0.285534	0.405889	0.695151	0.854348
49	0.261568	0.379133	0.741659	0.876515
50	0.278609	0.332035	0.723918	0.877792
51	0.258724	0.375156	0.709712	0.878591
52	0.248685	0.312458	0.769558	0.904254
53	0.235228	0.276911	0.773622	0.910519
54	0.246622	0.290559	0.778523	0.909524
55	0.244782	0.300669	0.766903	0.903583
56	0.253387	0.267807	0.777111	0.910589
57	0.244708	0.327085	0.744164	0.883156
58	0.267604	0.335585	0.740943	0.884255
59	0.273301	0.304353	0.759527	0.903388
60	0.247272	0.304294	0.773053	0.906290
61	0.245072	0.266785	0.768646	0.906454
62	0.236666	0.291123	0.765487	0.904316
63	0.228372	0.413578	0.702637	0.857709
64	0.219951	0.282832	0.780057	0.911470
65	0.227572	0.291388	0.773748	0.909137
66	0.236914	0.298430	0.750633	0.895207
67	0.240161	0.279517	0.779170	0.907531
68	0.235770	0.363669	0.721412	0.857208
69	0.225598	0.279622	0.773022	0.902090
70	0.233791	0.296783	0.775973	0.906080
71	0.206954	0.299273	0.779670	0.908989
72	0.212440	0.274245	0.780982	0.911986
73	0.210690	0.281774	0.784509	0.911527
74	0.209376	0.281336	0.758393	0.908467
75	0.221113	0.320054	0.755871	0.894972
76	0.208540	0.284272	0.781312	0.910229
77	0.203991	0.292389	0.776517	0.908068
78	0.209156	0.309091	0.770748	0.902175
79	0.208644	0.296480	0.784851	0.912583
80	0.208109	0.262941	0.786924	0.912639
81	0.199432	0.264213	0.790121	0.912441
82	0.201560	0.277597	0.786979	0.909148
83	0.197152	0.325883	0.764380	0.887328
84	0.186366	0.291413	0.784815	0.909876
85	0.188903	0.291166	0.784182	0.910749
86	0.191154	0.269851	0.789392	0.912897
87	0.187664	0.263007	0.789614	0.913510
88	0.194298	0.271983	0.787084	0.912170
89	0.185603	0.277938	0.786551	0.912676
90	0.196405	0.282968	0.785685	0.912509
91	0.181372	0.276700	0.785936	0.911344
92	0.202599	0.279219	0.783083	0.907669
93	0.184604	0.281743	0.782512	0.907230
94	0.185510	0.280670	0.784322	0.909617
95	0.181229	0.281332	0.784357	0.909297
96	0.181937	0.280428	0.784386	0.909703
97	0.178663	0.282799	0.784570	0.909596
98	0.183232	0.280846	0.785141	0.909860
99	0.176979	0.281797	0.784214	0.909463
100	0.177025	0.280686	0.784706	0.910057
1	1.136213	45.224134	0.050593	0.266629
2	0.657483	1.405110	0.156249	0.578097
3	0.564365	1.416706	0.187077	0.612452
4	0.508389	1.078364	0.240218	0.681187
5	0.542074	0.534126	0.427387	0.828084
6	0.462487	0.601603	0.387660	0.804014
7	0.436251	0.812505	0.362797	0.755233
8	0.414765	0.402012	0.527857	0.867332
9	0.386412	0.597164	0.480572	0.769888
10	0.362464	0.373856	0.545042	0.875794
11	0.371982	0.350777	0.587244	0.880758
12	0.389251	0.830799	0.378880	0.757491
13	0.360265	1.385190	0.284262	0.717792
14	0.361257	0.487789	0.487091	0.824833
15	0.404464	0.458587	0.455027	0.834179
16	0.336333	0.484898	0.548172	0.832298
17	0.330252	0.567601	0.454789	0.792470
18	0.360513	0.421911	0.459171	0.862383
19	0.363548	0.677849	0.433217	0.768551
20	0.359342	0.366527	0.534600	0.882142
21	0.355898	0.532612	0.490252	0.819908
22	0.346347	0.387872	0.461461	0.873616
23	0.320912	0.488207	0.476323	0.857964
24	0.317148	0.459248	0.553574	0.853015
25	0.325358	0.422389	0.567519	0.831902
26	0.328150	0.333228	0.595331	0.881858
27	0.338269	0.363767	0.515333	0.880197
28	0.325913	0.914549	0.340362	0.752118
29	0.328735	0.365070	0.543312	0.865969
30	0.290456	0.420702	0.583515	0.849621
31	0.293749	0.324335	0.606744	0.886650
32	0.310455	0.303008	0.615310	0.891406
33	0.294009	0.299381	0.630671	0.896711
34	0.291249	0.299804	0.615708	0.891938
35	0.291374	0.326482	0.609005	0.885208
36	0.287449	0.299222	0.622149	0.891823
37	0.272244	0.293834	0.624665	0.894477
38	0.266428	0.299477	0.617049	0.891159
39	0.271303	0.298573	0.623666	0.891176
40	0.261128	0.285990	0.629504	0.896299
41	0.265408	0.304276	0.623677	0.891414
42	0.267743	0.297474	0.622101	0.891210
43	0.265172	0.286929	0.628050	0.895788
44	0.255886	0.286146	0.628102	0.895600
45	0.250339	0.286544	0.627321	0.895441
46	0.264617	0.283634	0.629695	0.895770
47	0.248676	0.284078	0.631107	0.896409
48	0.273086	0.283995	0.631186	0.896355
49	0.249778	0.285303	0.630366	0.895713
50	0.269922	0.285748	0.630124	0.895577
1	1.122851	9.831090	0.113498	0.464606
2	0.650398	1.597572	0.132632	0.547370
3	0.556643	1.373385	0.196451	0.632442
4	0.489438	1.473912	0.134346	0.570975
5	0.533911	0.628369	0.386794	0.801502
6	0.463358	0.691032	0.361280	0.751119
7	0.442085	1.145731	0.260299	0.681211
8	0.410375	0.389736	0.554772	0.864252
9	0.393772	0.654926	0.358406	0.708901
10	0.370172	0.424504	0.527969	0.841684
11	0.371309	1.023516	0.303928	0.730738
12	0.385596	0.877444	0.345001	0.745885
13	0.363995	1.121323	0.269514	0.655015
14	0.356569	0.438844	0.535805	0.856537
15	0.405893	0.389682	0.581542	0.857319
16	0.334477	0.887809	0.424011	0.715063
17	0.343151	1.127364	0.455209	0.739383
18	0.354720	0.458939	0.686763	0.861121
19	0.361893	0.433213	0.718859	0.867143
20	0.347013	0.931757	0.492248	0.763709
21	0.358862	0.323851	0.670837	0.893294
22	0.354454	0.301337	0.753673	0.902755
23	0.315212	0.681583	0.535548	0.788708
24	0.302168	0.320276	0.760078	0.904698
25	0.305851	0.346643	0.710849	0.896384
26	0.314207	0.422312	0.644006	0.862758
27	0.315255	0.427270	0.681589	0.841954
28	0.330779	0.724072	0.570509	0.821809
29	0.325919	0.372203	0.638056	0.871698
30	0.304977	0.466620	0.629346	0.859463
31	0.292020	0.629804	0.647289	0.816099
32	0.320938	0.502491	0.570994	0.823249
33	0.301886	0.631445	0.554137	0.780182
34	0.306685	0.290493	0.735772	0.902280
35	0.329231	0.417151	0.699350	0.844284
36	0.315416	0.293826	0.764206	0.903728
37	0.293249	0.356708	0.710042	0.882712
38	0.280277	0.428802	0.722974	0.862024
39	0.290620	0.277332	0.740499	0.906756
40	0.279844	0.319983	0.749084	0.881960
41	0.281917	0.371233	0.744082	0.881361
42	0.287463	0.269791	0.767855	0.907096
43	0.279052	0.478452	0.717902	0.851495
44	0.264325	0.828485	0.561528	0.767315
45	0.265949	0.329996	0.744766	0.897738
46	0.267287	0.400514	0.703546	0.841063
47	0.260856	0.296393	0.767362	0.901128
48	0.283449	0.470532	0.701140	0.852408
49	0.260218	0.375694	0.697577	0.887149
50	0.272251	0.309234	0.769579	0.902500
51	0.252031	0.343885	0.737955	0.886178
52	0.237876	0.277849	0.782865	0.911166
53	0.228078	0.280144	0.776461	0.903023
54	0.239051	0.272869	0.781781	0.910022
55	0.237503	0.299183	0.760645	0.895557
56	0.240761	0.283313	0.778628	0.909341
57	0.238305	0.295082	0.770952	0.902545
58	0.245643	0.323557	0.750303	0.889630
59	0.252863	0.280975	0.758105	0.902864
60	0.236883	0.309275	0.745802	0.900755
61	0.221633	0.285562	0.780584	0.910642
62	0.216996	0.276810	0.770861	0.910473
63	0.219863	0.368825	0.721323	0.860598
64	0.214365	0.285475	0.779808	0.909967
65	0.216157	0.289894	0.784073	0.912735
66	0.223599	0.289455	0.781064	0.908909
67	0.228641	0.268834	0.776617	0.912799
68	0.223104	0.458660	0.693763	0.834140
69	0.223125	0.319308	0.761470	0.891116
70	0.225229	0.325338	0.760746	0.890199
71	0.204400	0.273710	0.785557	0.912365
72	0.201521	0.265804	0.785211	0.912135
73	0.204822	0.273935	0.788921	0.912697
74	0.191882	0.280238	0.787233	0.913299
75	0.208490	0.278575	0.780517	0.910228
76	0.196970	0.302356	0.770090	0.890552
77	0.191337	0.284226	0.783780	0.912955
78	0.197100	0.278914	0.785430	0.913985
79	0.185986	0.277365	0.789292	0.913496
80	0.194666	0.271790	0.788301	0.914614
81	0.194356	0.271933	0.788310	0.914502
82	0.199062	0.263019	0.788707	0.914511
83	0.192263	0.346414	0.743769	0.870279
84	0.185059	0.274299	0.787860	0.914935
85	0.170517	0.287063	0.774136	0.911956
86	0.176976	0.268935	0.787606	0.914747
87	0.176791	0.265512	0.789300	0.912839
88	0.176375	0.270844	0.786942	0.911515
89	0.176594	0.275801	0.785813	0.911476
90	0.181331	0.277034	0.780654	0.909016
91	0.169966	0.269452	0.783974	0.912037
92	0.185590	0.267581	0.787860	0.913781
93	0.178417	0.272221	0.786754	0.913062
94	0.180166	0.275513	0.783146	0.911292
95	0.171121	0.274754	0.779730	0.911162
96	0.172841	0.272370	0.780794	0.912374
97	0.172616	0.272566	0.780131	0.911753
98	0.169853	0.271141	0.780737	0.912267
99	0.170181	0.270969	0.780974	0.912206
100	0.165128	0.271761	0.781227	0.912393
